"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","population","TE","BH","signif"
"GYPSY9-I_DPSE",69.2172272797748,-0.0155781737836009,0.107582185444953,-0.144802540673166,0.884866776202759,0.999945529425441,"chicharo vs makindu","GYPSY9-I_DPSE",0.999945529425441,FALSE
"GYPSY9-I_DYA:GYPSY9-LTR_DYA",23.9096581562517,0.0177447614700445,0.107440862214299,0.165158405324887,0.868819303338408,0.999945529425441,"chicharo vs makindu","GYPSY9-I_DYA:GYPSY9-LTR_DYA",0.999945529425441,FALSE
"GYPSY9-I_DYA",124.953835501268,-0.00107266717742499,0.11304575137807,-0.00948878807340192,0.992429156105143,0.999945529425441,"chicharo vs makindu","GYPSY9-I_DYA",0.999945529425441,FALSE
"GYPSY9_I-INT:GYPSY9_LTR",648.099510480023,-0.00558952663934297,0.0936852973269143,-0.0596627944707092,0.952424204632871,0.999945529425441,"chicharo vs makindu","GYPSY9_I-INT:GYPSY9_LTR",0.999945529425441,FALSE
"GYPSY9_I-INT",4139.7248857648,-0.00243181771883337,0.0863869974145781,-0.0281502748285472,0.977542296427293,0.999945529425441,"chicharo vs makindu","GYPSY9_I-INT",0.999945529425441,FALSE
"GYPSY9-LTR_DYA:GYPSY9-I_DYA",33.4185578314336,-0.0171487090377098,0.096454903181716,-0.177789914996883,0.858887967835155,0.999945529425441,"chicharo vs makindu","GYPSY9-LTR_DYA:GYPSY9-I_DYA",0.999945529425441,FALSE
"GYPSY9-LTR_DYA",98.902286335478,0.0102286918255278,0.100542763712218,0.101734739009216,0.918967227447562,0.999945529425441,"chicharo vs makindu","GYPSY9-LTR_DYA",0.999945529425441,FALSE
"GYPSY9_LTR:GYPSY9_I-INT:GYPSY9_LTR",464.00686714324,-0.00215602341329035,0.0864021269532409,-0.0249533604011524,0.980092165019791,0.999945529425441,"chicharo vs makindu","GYPSY9_LTR:GYPSY9_I-INT:GYPSY9_LTR",0.999945529425441,FALSE
"GYPSY9_LTR:GYPSY9_I-INT",1212.10262925622,-0.00696186243676399,0.0926824888894348,-0.0751151864843543,0.940123064893918,0.999945529425441,"chicharo vs makindu","GYPSY9_LTR:GYPSY9_I-INT",0.999945529425441,FALSE
"GYPSY9_LTR",239.285442367552,-0.00949693667977164,0.0932450175573835,-0.101849266894364,0.918876319614239,0.999945529425441,"chicharo vs makindu","GYPSY9_LTR",0.999945529425441,FALSE
"GYPSY_DG_I-INT",16.0660166940868,-0.0160285511414402,0.106576881947273,-0.150394258572605,0.88045357074921,0.999945529425441,"chicharo vs makindu","GYPSY_DG_I-INT",0.999945529425441,FALSE
"GYPSY_DG_LTR",5.00870342897393,0.00133592695018248,0.0921634450151443,0.0144951932945102,0.988434914057122,0.999945529425441,"chicharo vs makindu","GYPSY_DG_LTR",0.999945529425441,FALSE
"GYPSY_DS",294.311809085316,-0.00248135104690336,0.0903325867663911,-0.0274690577977178,0.978085618830948,0.999945529425441,"chicharo vs makindu","GYPSY_DS",0.999945529425441,FALSE
"GYPSY",766.835323839005,-0.0120133973253403,0.107059290515578,-0.112212562473428,0.910654868667458,0.999945529425441,"chicharo vs makindu","GYPSY",0.999945529425441,FALSE
"GYPSY_I-INT:GYPSY_DS",66.4036981761099,0.0195331210922762,0.104497718012475,0.186923900959677,0.851720299218052,0.999945529425441,"chicharo vs makindu","GYPSY_I-INT:GYPSY_DS",0.999945529425441,FALSE
"GYPSY_I-INT",4221.64785425832,-0.0114354708681478,0.109046358388141,-0.104867975759853,0.916480570459547,0.999945529425441,"chicharo vs makindu","GYPSY_I-INT",0.999945529425441,FALSE
"GYPSY_I-INT:GYPSY_LTR",1845.7961932566,-0.0142719819752725,0.102566471016796,-0.139148610981608,0.889332715826381,0.999945529425441,"chicharo vs makindu","GYPSY_I-INT:GYPSY_LTR",0.999945529425441,FALSE
"GYPSY_LTR:GYPSY_DS",0.712933269147083,-0.0232375590650018,0.0518094690294329,-0.448519537071506,0.653778289456527,0.999945529425441,"chicharo vs makindu","GYPSY_LTR:GYPSY_DS",0.999945529425441,FALSE
"GYPSY_LTR:GYPSY_I-INT",1169.50000134059,-0.0144869777386599,0.104975495137138,-0.13800342374889,0.890237711680052,0.999945529425441,"chicharo vs makindu","GYPSY_LTR:GYPSY_I-INT",0.999945529425441,FALSE
"GYPSY_LTR",295.170518405376,-0.0113639218889183,0.0940582824767831,-0.120817875785934,0.903835290994546,0.999945529425441,"chicharo vs makindu","GYPSY_LTR",0.999945529425441,FALSE
"HARBINGER-1_DF",6.54053216845116,-0.031170321307688,0.0943894745160193,-0.330230901988949,0.741225498911897,0.999945529425441,"chicharo vs makindu","HARBINGER-1_DF",0.999945529425441,FALSE
"HARBINGER-1_DK",16.2388811695508,0.0292346898873648,0.1056968145585,0.276590075202166,0.782094886345265,0.999945529425441,"chicharo vs makindu","HARBINGER-1_DK",0.999945529425441,FALSE
"HARBINGER-1_DRH",12.1069945885184,0.00975100327044724,0.0979686112488872,0.099531912784545,0.920715950955194,0.999945529425441,"chicharo vs makindu","HARBINGER-1_DRH",0.999945529425441,FALSE
"HARBINGER-1_DW",215.008477323904,0.000417792600594221,0.0932480559489923,0.00448044301130265,0.996425135656253,0.999945529425441,"chicharo vs makindu","HARBINGER-1_DW",0.999945529425441,FALSE
"HARBINGER1_DYA",143.470755280146,0.00640260182396823,0.114762075166259,0.0557902235097494,0.955508923323814,0.999945529425441,"chicharo vs makindu","HARBINGER1_DYA",0.999945529425441,FALSE
"HARBINGER-1N1_DF",7.60153455047312,0.012920763870318,0.0911409549655348,0.141766825629642,0.88726418866975,0.999945529425441,"chicharo vs makindu","HARBINGER-1N1_DF",0.999945529425441,FALSE
"HARBINGER-1N1_DK",9.60859621666439,-0.000118259004062207,0.0989136746728751,-0.00119557790622288,0.999046067074647,0.999945529425441,"chicharo vs makindu","HARBINGER-1N1_DK",0.999945529425441,FALSE
"HARBINGER-1N1_DRH",6.34491993795511,0.00564915735092717,0.0944599320440337,0.0598048000743188,0.952311102515734,0.999945529425441,"chicharo vs makindu","HARBINGER-1N1_DRH",0.999945529425441,FALSE
"HARBINGER-2B_DRH",38.2202239541763,-0.0172343207295732,0.0879911304058087,-0.19586429507258,0.844716384340331,0.999945529425441,"chicharo vs makindu","HARBINGER-2B_DRH",0.999945529425441,FALSE
"HARBINGER-2_DRH",2.31586281792639,-0.00685382583185834,0.0762962668122924,-0.0898317325108506,0.928420931227776,0.999945529425441,"chicharo vs makindu","HARBINGER-2_DRH",0.999945529425441,FALSE
"HARBINGER-N1_DPE",29.6077532591116,0.0320861327116998,0.09983443400823,0.321393445362296,0.747912249709541,0.999945529425441,"chicharo vs makindu","HARBINGER-N1_DPE",0.999945529425441,FALSE
"HAT-10_DBP",19.0171734542321,0.00749271987704488,0.10681678864531,0.0701455264857738,0.944077831022618,0.999945529425441,"chicharo vs makindu","HAT-10_DBP",0.999945529425441,FALSE
"HAT-1_DAN",5.52299610324821,-0.0106136299554263,0.0837046316480286,-0.126798598195328,0.89909980526126,0.999945529425441,"chicharo vs makindu","HAT-1_DAN",0.999945529425441,FALSE
"HAT-1_DBP",6.44912778318272,0.0104786889467553,0.0900859675560947,0.116318770070716,0.907399910220855,0.999945529425441,"chicharo vs makindu","HAT-1_DBP",0.999945529425441,FALSE
"HAT-1_DEL",12.7409103258552,0.0124066164733437,0.10082440871982,0.123051715659651,0.902066145928325,0.999945529425441,"chicharo vs makindu","HAT-1_DEL",0.999945529425441,FALSE
"HAT-1_DF",4.29577015982685,0.0159076406166409,0.0896693402826368,0.177403341727509,0.859191582631806,0.999945529425441,"chicharo vs makindu","HAT-1_DF",0.999945529425441,FALSE
"HAT-1_DK",12.3585641857524,0.0107431016983033,0.102355567505188,0.104958645241831,0.916408623723076,0.999945529425441,"chicharo vs makindu","HAT-1_DK",0.999945529425441,FALSE
"HAT-1_DP",32.7664699284721,0.00232679084167273,0.099324231001531,0.0234262155187173,0.981310293781629,0.999945529425441,"chicharo vs makindu","HAT-1_DP",0.999945529425441,FALSE
"HAT-1_DRH",9.0516298038036,0.0282302042328702,0.0993497019694313,0.284149863293564,0.776295535703271,0.999945529425441,"chicharo vs makindu","HAT-1_DRH",0.999945529425441,FALSE
"HAT-1_DSI",1529.52239261991,-0.00793363931406358,0.0822830579333274,-0.0964188681525676,0.923187907319633,0.999945529425441,"chicharo vs makindu","HAT-1_DSI",0.999945529425441,FALSE
"HAT-1_DT",32.6787443579178,-0.0137097132889358,0.110073035620786,-0.12455106022666,0.900878974863418,0.999945529425441,"chicharo vs makindu","HAT-1_DT",0.999945529425441,FALSE
"HAT-1N_DP",9.14313838553274,-0.00336837617301614,0.0978351445313463,-0.0344291020282278,0.972534977160482,0.999945529425441,"chicharo vs makindu","HAT-1N_DP",0.999945529425441,FALSE
"HAT-1N_DW",1.82813884129341,0.0162197699196498,0.0724859925041965,0.223764197182108,0.822940790080936,0.999945529425441,"chicharo vs makindu","HAT-1N_DW",0.999945529425441,FALSE
"HAT-2_DBP",8.70345649446802,-0.0177546363942512,0.0975189415150688,-0.182063464988571,0.855532920209466,0.999945529425441,"chicharo vs makindu","HAT-2_DBP",0.999945529425441,FALSE
"HAT-2_DF",6.48096063134505,0.00312194304511443,0.0956564223116271,0.0326370458947737,0.973964027204591,0.999945529425441,"chicharo vs makindu","HAT-2_DF",0.999945529425441,FALSE
"HAT-2_DK",59.0028951754238,0.0086292565036679,0.107284845988225,0.0804331350264977,0.935892774326786,0.999945529425441,"chicharo vs makindu","HAT-2_DK",0.999945529425441,FALSE
"HAT-2_DRH",18.7059283027731,-0.00964386533563327,0.106022218461344,-0.0909607955350361,0.927523742500699,0.999945529425441,"chicharo vs makindu","HAT-2_DRH",0.999945529425441,FALSE
"HAT-2_DSE",1616.56240558179,-0.0716147030765153,0.0921723157354719,-0.776965431594932,0.437179165492096,0.999945529425441,"chicharo vs makindu","HAT-2_DSE",0.999945529425441,FALSE
"HAT-2_DT",78.5956843143149,0.0267275920372131,0.103071540534681,0.259311075574931,0.795395234537513,0.999945529425441,"chicharo vs makindu","HAT-2_DT",0.999945529425441,FALSE
"HAT-2_DY",237.117902546282,0.0247001644428842,0.106331228757564,0.232294545370116,0.816309248747174,0.999945529425441,"chicharo vs makindu","HAT-2_DY",0.999945529425441,FALSE
"HAT-3_DBP",4455.7779739342,0.0317290992187337,0.10223751200968,0.310346942086479,0.756297137498934,0.999945529425441,"chicharo vs makindu","HAT-3_DBP",0.999945529425441,FALSE
"HAT-3_DK",5.57055675862764,-0.00983970502939095,0.0893184138287138,-0.11016435030139,0.912279034483075,0.999945529425441,"chicharo vs makindu","HAT-3_DK",0.999945529425441,FALSE
"HAT-3_DRH",5.53373279721168,-0.0299898638640717,0.091635085106502,-0.327274905994972,0.743459970411387,0.999945529425441,"chicharo vs makindu","HAT-3_DRH",0.999945529425441,FALSE
"HAT-3_DT",19.2388731315225,-0.0220837223376958,0.102447422199135,-0.215561522814795,0.829329550976691,0.999945529425441,"chicharo vs makindu","HAT-3_DT",0.999945529425441,FALSE
"HAT-4_DBP",4.9514718744728,-0.0131521464472845,0.0904856794258732,-0.145350585095168,0.884434077618104,0.999945529425441,"chicharo vs makindu","HAT-4_DBP",0.999945529425441,FALSE
"HAT-4_DK",41.3080687960301,0.0178442155211484,0.101039258524715,0.17660675446053,0.859817288195321,0.999945529425441,"chicharo vs makindu","HAT-4_DK",0.999945529425441,FALSE
"HAT-4_DRH",122.83698709124,0.0332253931649338,0.114118257465511,0.291148795143278,0.770937522413888,0.999945529425441,"chicharo vs makindu","HAT-4_DRH",0.999945529425441,FALSE
"HAT-5_DBP",1.47225720237112,0.00187157870358978,0.0659544270439044,0.0283768472788629,0.977361589958858,0.999945529425441,"chicharo vs makindu","HAT-5_DBP",0.999945529425441,FALSE
"HAT-5_DK",3.71467922839045,0.00617060949820028,0.0864832709867856,0.0713503250720377,0.943118943639606,0.999945529425441,"chicharo vs makindu","HAT-5_DK",0.999945529425441,FALSE
"HAT-5_DRH",4.59442024424801,0.00810492085635837,0.0902129200207969,0.0898421296471718,0.92841266892178,0.999945529425441,"chicharo vs makindu","HAT-5_DRH",0.999945529425441,FALSE
"HAT-5N1_DK",17.4455953234263,0.0175257029426692,0.107010379676244,0.163775729005846,0.869907699111607,0.999945529425441,"chicharo vs makindu","HAT-5N1_DK",0.999945529425441,FALSE
"HAT-5N1_DRH",2.1851904715182,-0.0169088961335517,0.0746540970222013,-0.226496559572921,0.820815234776369,0.999945529425441,"chicharo vs makindu","HAT-5N1_DRH",0.999945529425441,FALSE
"HAT-6_DBP",30.6468035263528,0.0179892402513257,0.107026603543161,0.168081950242129,0.866518808948415,0.999945529425441,"chicharo vs makindu","HAT-6_DBP",0.999945529425441,FALSE
"HAT-6_DK",7.57507004929253,0.0162084766990001,0.0963056127217074,0.168302513643078,0.866345296470062,0.999945529425441,"chicharo vs makindu","HAT-6_DK",0.999945529425441,FALSE
"HAT-6_DRH",6.19851978432981,-0.0109264314137454,0.0928107836855684,-0.117728037409562,0.90628315061958,0.999945529425441,"chicharo vs makindu","HAT-6_DRH",0.999945529425441,FALSE
"HAT-7_DBP",43.6815799543005,0.0211943543941872,0.111581145557067,0.189945660517955,0.849351711817275,0.999945529425441,"chicharo vs makindu","HAT-7_DBP",0.999945529425441,FALSE
"HAT-8_DBP",6.50625514122315,0.0237201955239119,0.0937126098567015,0.253116368866293,0.80017829013391,0.999945529425441,"chicharo vs makindu","HAT-8_DBP",0.999945529425441,FALSE
"HAT-9_DBP",14.6329232563947,0.00667960608919747,0.105695941765387,0.0631964290930317,0.949610088268656,0.999945529425441,"chicharo vs makindu","HAT-9_DBP",0.999945529425441,FALSE
"HAT-N1B_DBP",97.9837582440405,-0.012083767178212,0.0996870716083954,-0.121216994172335,0.903519163969223,0.999945529425441,"chicharo vs makindu","HAT-N1B_DBP",0.999945529425441,FALSE
"HAT-N1_DBP",0.319746238620012,-0.0049497371729286,0.0392325761744014,-0.126163960044975,0.899602139076033,0.999945529425441,"chicharo vs makindu","HAT-N1_DBP",0.999945529425441,FALSE
"HAT-N1_DEL",4.45837955085808,0.00975088802055018,0.0875253881022965,0.111406395698054,0.911294088601091,0.999945529425441,"chicharo vs makindu","HAT-N1_DEL",0.999945529425441,FALSE
"HAT-N1_DK",0.450418585028206,0.00720862620996813,0.0448297963972533,0.160799887335866,0.872251013974527,0.999945529425441,"chicharo vs makindu","HAT-N1_DK",0.999945529425441,FALSE
"HB",546.587701594887,-0.00478260004583189,0.114190360690074,-0.0418826949746873,0.966592211702058,0.999945529425441,"chicharo vs makindu","HB",0.999945529425441,FALSE
"HELENA_DS",2267.02228993967,-0.0138113118932652,0.113434399626438,-0.121755939457067,0.903092309468338,0.999945529425441,"chicharo vs makindu","HELENA_DS",0.999945529425441,FALSE
"HELENA",114.051486859291,0.00147066380066436,0.114675407076796,0.0128245788539427,0.989767747017215,0.999945529425441,"chicharo vs makindu","HELENA",0.999945529425441,FALSE
"HELENA_RT",212.316180615479,-0.0166164235897041,0.0968904724749931,-0.171496981749085,0.863833003501846,0.999945529425441,"chicharo vs makindu","HELENA_RT",0.999945529425441,FALSE
"HELITRON-1_DANA",11.0073084306677,0.00647059507879885,0.0993338371734711,0.0651398885104878,0.9480626214178,0.999945529425441,"chicharo vs makindu","HELITRON-1_DANA",0.999945529425441,FALSE
"HELITRON-1_DBP",295.15410023042,-0.0155697226925193,0.0939557741706531,-0.165713313843169,0.868382567994497,0.999945529425441,"chicharo vs makindu","HELITRON-1_DBP",0.999945529425441,FALSE
"HELITRON-1_DEL",10.8755704687596,-0.0218947836094969,0.0901539619688483,-0.242859915763462,0.808113918602469,0.999945529425441,"chicharo vs makindu","HELITRON-1_DEL",0.999945529425441,FALSE
"HELITRON-1_DEU",346.508382717787,0.00652409875250762,0.114262566555131,0.0570974287485462,0.954467584645217,0.999945529425441,"chicharo vs makindu","HELITRON-1_DEU",0.999945529425441,FALSE
"HELITRON-1_DF",41.3021162637373,0.00402150723717728,0.108401788961607,0.0370981630072691,0.970406736729649,0.999945529425441,"chicharo vs makindu","HELITRON-1_DF",0.999945529425441,FALSE
"HELITRON-1_DK",15.0622456872241,0.00472701943119675,0.105640301198512,0.0447463645745772,0.964309477099561,0.999945529425441,"chicharo vs makindu","HELITRON-1_DK",0.999945529425441,FALSE
"HELITRON1_DMOJ",82.8224641276234,0.00322518347459069,0.108813057030319,0.029639673423494,0.976354424385556,0.999945529425441,"chicharo vs makindu","HELITRON1_DMOJ",0.999945529425441,FALSE
"HELITRON-1_DPE",24.6648879302572,0.017200771251697,0.10904099091198,0.157745918372859,0.874657015818162,0.999945529425441,"chicharo vs makindu","HELITRON-1_DPE",0.999945529425441,FALSE
"HELITRON-1_DT",187.599513276187,0.0169611696132767,0.114397814808942,0.148264804197562,0.88213379050707,0.999945529425441,"chicharo vs makindu","HELITRON-1_DT",0.999945529425441,FALSE
"HELITRON-1_DVIR",114.068865549974,0.0155497957212341,0.114206354555393,0.136155258450982,0.891698544285633,0.999945529425441,"chicharo vs makindu","HELITRON-1_DVIR",0.999945529425441,FALSE
"HELITRON-1_DYAK",140.839032348581,-0.00128918194990834,0.113741626969141,-0.011334301998846,0.990956729054138,0.999945529425441,"chicharo vs makindu","HELITRON-1_DYAK",0.999945529425441,FALSE
"HELITRON-1N1_DVIR",41.1534815859643,-0.00118183119720815,0.11124484410893,-0.0106236941286997,0.991523677920001,0.999945529425441,"chicharo vs makindu","HELITRON-1N1_DVIR",0.999945529425441,FALSE
"HELITRON-1N_DF",30.4959966241269,0.0101744841920038,0.109436789571292,0.0929713328749992,0.925926335609457,0.999945529425441,"chicharo vs makindu","HELITRON-1N_DF",0.999945529425441,FALSE
"HELITRON-2_DBP",231.72510113864,0.00627899647761289,0.11101381343241,0.0565604971442208,0.95489530285484,0.999945529425441,"chicharo vs makindu","HELITRON-2_DBP",0.999945529425441,FALSE
"HELITRON-2_DF",699.250734129527,0.0251051536087642,0.0982077672137666,0.25563307588613,0.7982341759135,0.999945529425441,"chicharo vs makindu","HELITRON-2_DF",0.999945529425441,FALSE
"HELITRON-2_DRH",644.026573692894,0.0228031866535162,0.107048597784654,0.213017144786789,0.831313589967034,0.999945529425441,"chicharo vs makindu","HELITRON-2_DRH",0.999945529425441,FALSE
"HELITRON-2_DVIR",148.98975853796,0.0204530223600063,0.115075721851876,0.177735338356889,0.858930831085512,0.999945529425441,"chicharo vs makindu","HELITRON-2_DVIR",0.999945529425441,FALSE
"HELITRON-2N1_DVIR",27.164352096953,0.0149299842146236,0.110043258873636,0.135673773818057,0.892079181441957,0.999945529425441,"chicharo vs makindu","HELITRON-2N1_DVIR",0.999945529425441,FALSE
"HELITRON-2N_DW",34.9260518593916,0.0264094009842653,0.108928347048321,0.242447459269256,0.808433463876416,0.999945529425441,"chicharo vs makindu","HELITRON-2N_DW",0.999945529425441,FALSE
"HELITRON-3_DRH",11.6582274249815,-0.0261633497201878,0.101695289866255,-0.257271991206246,0.796968812676716,0.999945529425441,"chicharo vs makindu","HELITRON-3_DRH",0.999945529425441,FALSE
"HELITRON-4_DRH",25.8458274060623,-0.00223687280623365,0.0997408840107707,-0.022426839589592,0.982107470836857,0.999945529425441,"chicharo vs makindu","HELITRON-4_DRH",0.999945529425441,FALSE
"HELITRON-5_DRH",71.388549041121,0.00894180591199972,0.11250233840972,0.0794810671351092,0.936649990204087,0.999945529425441,"chicharo vs makindu","HELITRON-5_DRH",0.999945529425441,FALSE
"HELITRON-6_DRH",28.0598221820242,0.00226461813414087,0.108488890653168,0.0208741938506931,0.983346012461905,0.999945529425441,"chicharo vs makindu","HELITRON-6_DRH",0.999945529425441,FALSE
"HELITRON-7_DRH",11.809410298939,0.00132776309483964,0.103369556022452,0.0128448176226204,0.989751600146145,0.999945529425441,"chicharo vs makindu","HELITRON-7_DRH",0.999945529425441,FALSE
"HELITRON-8_DRH",4.51189417986878,-0.0316178474388144,0.0890858920249448,-0.354914192585748,0.722653875620018,0.999945529425441,"chicharo vs makindu","HELITRON-8_DRH",0.999945529425441,FALSE
"HELITRON-9_DRH",21.4059956338767,0.0151552345112947,0.108644982557265,0.139493183712434,0.889060441891123,0.999945529425441,"chicharo vs makindu","HELITRON-9_DRH",0.999945529425441,FALSE
"HELITRON-N1_DAN",5.76802736219796,0.0158285000418135,0.0940252005471729,0.168343167041396,0.866313316019699,0.999945529425441,"chicharo vs makindu","HELITRON-N1_DAN",0.999945529425441,FALSE
"HELITRON-N1_DBI",568.588639529462,-0.013747137207755,0.116141735761269,-0.118365177837641,0.905778315836559,0.999945529425441,"chicharo vs makindu","HELITRON-N1_DBI",0.999945529425441,FALSE
"HELITRON-N1_DBP",31.6016369349506,-0.0202528731995354,0.10875389803357,-0.186226641672042,0.85226703235059,0.999945529425441,"chicharo vs makindu","HELITRON-N1_DBP",0.999945529425441,FALSE
"HELITRON-N1_DEL",86.1087809028853,0.0245276213657631,0.114265531605575,0.214654594619384,0.830036625562167,0.999945529425441,"chicharo vs makindu","HELITRON-N1_DEL",0.999945529425441,FALSE
"HELITRONN-1_DPE",47.2099025068122,0.00627003491957642,0.111027231086548,0.0564729468457048,0.954965046411967,0.999945529425441,"chicharo vs makindu","HELITRONN-1_DPE",0.999945529425441,FALSE
"HELITRON-N2_DBI",397.123217250365,0.0274176809656847,0.105877320972585,0.258957071390047,0.795668362972733,0.999945529425441,"chicharo vs makindu","HELITRON-N2_DBI",0.999945529425441,FALSE
"HELITRON-N2_DBP",1.67217198500712,-0.0284499969442545,0.0704529117525435,-0.403815771932625,0.686348197593174,0.999945529425441,"chicharo vs makindu","HELITRON-N2_DBP",0.999945529425441,FALSE
